CodigoInvente,DenominacionSocial,FormaJuridica_Codigo,FormaJuridica_Descripcion,NIF,codigoDir3,codigoOrigen,CodigoInvente,EjerceControl,DenominacionSocial,FechaAlta,Adscripcion_Codigo,Adscripcion_Descripcion,Observaciones,CodigoOrigen,CodigoDIR3,CausaDeAlta_Codigo,CausaDeAlta_Descripcion,FormaJuridica_Codigo,FormaJuridica_Descripcion,RegimenContable_Codigo,RegimenContable_Descripcion,RegimenControl_Codigo,RegimenControl_Descripcion,RegimenPresupuestario_Codigo,RegimenPresupuestario_Descripcion,ClasificacionCN_Codigo,ClasificacionCN_Descripcion,CondicionMedioPropio,ClasificacionEntidad,Direccion,Localidad,Provincia_Codigo,Provincia_Descripcion,CodigoPostal,Telefono,SitioWeb,eMail,Denominacion,Codigo,PorcentajeParticipacion,PorcentajeVoto,Actividad_Situacion_Codigo,Actividad_Situacion_Descripcion,Actividad_Sector_Codigo,Actividad_Sector_Descripcion,ObjetoSocial,Codigo,Denominacion,Venta_Bienes_DentroSP_Administracion,Venta_Bienes_Dentro_SP_Otras,Venta_Bienes_DentroSP_EntidadesSPI,Venta_Bienes_SectorPrivado,Transf_Subvenciones_Administracion,Transf_Subvenciones_Otras,Transf_Subvenciones_SPI,Transf_Subvenciones_UnionEuropea,Otros_Ingresos,Denominacion,FuenteAlta,InformacionFuenteAlta,AltaDesde,FechaVersion,Disponible,FechaBaja,???
INV00004799,"Afurgad, Sociedad Anónima",12,Sociedad mercantil ,A35454404,,0535008AP001,INV00004799,Ayuntamiento de Firgas,"Afurgad, Sociedad Anónima",1996-10-21T00:00:00,0535008AA000,Ayuntamiento de Firgas,soporte documental - ,0535008AP001,,2,Incorporación al SPI,12,Sociedad mercantil ,0,,3,Auditoría de cuentas,2,Estimativo,3,S.1313 Administraciones Públicas: Administración Local,,,"Plaza de San Roque, 1                                                                               ",Firgas                                                                                                                                                                                                                                                    ,35,"Palmas, Las",35430,                         ,                                                                                                                                                                                                                                                          ,                                                                                                                                                                                                                                                          ,Ayuntamiento de Firgas,0535008AA000,100,100,1,Con actividad económica,2,Empresarial,,,"Afurgad, Sociedad Anónima",,,,,,,,,,,Carga inicial Registro SPI,Datos provisionales,6/1/2020,2020-06-01T00:00:00,TRUE,0001-01-01T00:00:00,
INV00000039,Ag. Def. Forestal Gavà,11,Otra institución sin ánimo de lucro,G59923482,,0900047NN000,INV00000039,Ayuntamiento de Gavà,Ag. Def. Forestal Gavà,1988-06-21T00:00:00,0908089AA000,Ayuntamiento de Gavà,soporte documental ACTA 21.06.1988,0900047NN000,,2,Incorporación al SPI,11,Otra institución sin ánimo de lucro,0,,3,Auditoría de cuentas,2,Estimativo,3,S.1313 Administraciones Públicas: Administración Local,,,"Rbla. Cases, 102                                                                             ",Gavà                                                                                                                                                                                                                                                      ,8,Barcelona,8850,                         ,                                                                                                                                                                                                                                                          ,                                                                                                                                                                                                                                                          ,Ayuntamiento de Gavà,0908089AA000,0,0,1,Con actividad económica,3,Fundacional,,A0210,Silvicultura y otras actividades forestales,,,,,Principal,,,,,Ag. Def. Forestal Gavà,Carga inicial Registro SPI,Datos provisionales,6/1/2020,2020-06-01T00:00:00,TRUE,0001-01-01T00:00:00,
INV00000040,Ag. L. Desar. Económico y Social,8,Organismo autónomo administrativo,P0300039E,LA0001638,1703014AV008,INV00000040,Ayuntamiento de Alicante/Alacant,Ag. L. Desar. Económico y Social,2000-09-30T00:00:00,1703014AA000,Ayuntamiento de Alicante/Alacant,soporte documental B.O.P. 30.09.2000,1703014AV008,LA0001638,2,Incorporación al SPI,8,Organismo autónomo administrativo,1,Público,1,Función interventora; Control financiero permanente; Auditoría de cuentas,1,Limitativo,3,S.1313 Administraciones Públicas: Administración Local,,,"C/ Rafael Altamira, 2 - 3º                                                                          ",Alicante                                                                                                                                                                                                                                                  ,3,Alicante/Alacant,3002,965145700,www.agencialocal.info                                                                                                                                                                                                                                     ,empleo@alicante-ayto.es                                                                                                                                                                                                                                   ,Ayuntamiento de Alicante/Alacant,1703014AA000,100,100,1,Con actividad económica,1,Administrativo ,,M7022,Otras actividades de consultoría de gestión empresarial,,,,Secundaria,Principal,Secundaria,,,Secundaria,Ag. L. Desar. Económico y Social,Carga inicial Registro SPI,Datos provisionales,6/1/2020,2020-06-01T00:00:00,TRUE,0001-01-01T00:00:00,
INV00000041,Agaete Cultura y Deportes S.L.,12,Sociedad mercantil ,B35896893,,0535001AP001,INV00000041,Ayuntamiento de Agaete,Agaete Cultura y Deportes S.L.,2005-11-25T00:00:00,0535001AA000,Ayuntamiento de Agaete,soporte documental ESTATUTOS 25.11.2005,0535001AP001,,2,Incorporación al SPI,12,Sociedad mercantil ,2,Privado,3,Auditoría de cuentas,2,Estimativo,3,S.1313 Administraciones Públicas: Administración Local,,,"C/ Juan de Armas, 1                                                                               ",Agaete                                                                                                                                                                                                                                                    ,35,"Palmas, Las",35480,928887620,                                                                                                                                                                                                                                                          ,                                                                                                                                                                                                                                                          ,Ayuntamiento de Agaete,0535001AA000,100,0,1,Con actividad económica,2,Empresarial,,R900,"Actividades de creación, artísticas y espectáculos",,,,Secundaria,Principal,,,,,Agaete Cultura y Deportes S.L.,Carga inicial Registro SPI,Datos provisionales,6/1/2020,2020-06-01T00:00:00,TRUE,0001-01-01T00:00:00,
INV00000042,Agencia  Albaicin Granada,8,Organismo autónomo administrativo,,,0118087AV009,INV00000042,Ayuntamiento de Granada,Agencia  Albaicin Granada,2002-04-06T00:00:00,0118087AA000,Ayuntamiento de Granada,soporte documental B.O.P. 06.04.2002,0118087AV009,,2,Incorporación al SPI,8,Organismo autónomo administrativo,1,Público,1,Función interventora; Control financiero permanente; Auditoría de cuentas,1,Limitativo,3,S.1313 Administraciones Públicas: Administración Local,,,"C/ Cuesta de Santa Inés, 6                                                                               ",GRANADA                                                                                                                                                                                                                                                   ,18,Granada,18010,958200688,www.albaicin-granada.com                                                                                                                                                                                                                                  ,info@albaicin-granada.com                                                                                                                                                                                                                                 ,Ayuntamiento de Granada,0118087AA000,100,100,1,Con actividad económica,1,Administrativo ,,O841,Administración Pública y de la política económica y social,,,,,,,,,,Agencia  Albaicin Granada,Carga inicial Registro SPI,Datos provisionales,6/1/2020,2020-06-01T00:00:00,TRUE,0001-01-01T00:00:00,
INV00000043,Agència  Protecció Legalitat Urbanística i Territorial de Mallorca,7,Organismo autónomo,S0700079G,LA0000050,0407002DO001,INV00000043,Consejo Insular de Mallorca,Agència  Protecció Legalitat Urbanística i Territorial de Mallorca,2008-11-13T00:00:00,0407002DD000,Consejo Insular de Mallorca,soporte documental B.O.C. 13.11.2008,0407002DO001,LA0000050,2,Incorporación al SPI,7,Organismo autónomo,1,Público,1,Función interventora; Control financiero permanente; Auditoría de cuentas,1,Limitativo,3,S.1313 Administraciones Públicas: Administración Local,,,"C/ General Riera, 113                                                                             ",Palma de Mallorca                                                                                                                                                                                                                                         ,7,Illes Balears,7010,971173691,www.agenciaprotecciourbanistica.net                                                                                                                                                                                                                       ,agencia@conselldemallorca.net                                                                                                                                                                                                                             ,Consejo Insular de Mallorca,0407002DD000,100,100,1,Con actividad económica,1,Administrativo ,,K6621,Evaluación de riesgos y daños,,,,,,Principal,,,Secundaria,Agència  Protecció Legalitat Urbanística i Territorial de Mallorca,Carga inicial Registro SPI,Datos provisionales,6/1/2020,2020-06-01T00:00:00,TRUE,0001-01-01T00:00:00,
INV00000044,Agencia Andaluza de Cooperación Internacional para el Desarrollo,4,Entidad pública empresarial,Q4100719F,A01014190,0100000BI002,INV00000044,Comunidad Autónoma de Andalucía,Agencia Andaluza de Cooperación Internacional para el Desarrollo,2006-05-25T00:00:00,1,Andalucía,soporte documental LEY 2/2006 de 16/05/2006 (BOJA nº98 de 24/05/2006),0100000BI002,A01014190,2,Incorporación al SPI,4,Entidad pública empresarial,2,Privado,3,Auditoría de cuentas,2,Estimativo,2,S.1312 Administraciones Públicas: Administración Regional,,,"Pº Palmera, 24 - Pabellón De Cuba                                                           ",Sevilla                                                                                                                                                                                                                                                   ,41,Sevilla,41012,955051851,www.juntadeandalucia.es/aacid/                                                                                                                                                                                                                            ,aacid@juntadeandalucia.es                                                                                                                                                                                                                                 ,Comunidad Autónoma de Andalucía,0100000BB000,100,100,1,Con actividad económica,2,Empresarial,Optimizar la gestión de los recursos públicos que la Admón de la J.A. destina a la coop. internacional para el desarrollo.,O8411,Actividades generales de la Administración Pública,,,,,,,,,,Agencia Andaluza de Cooperación Internacional para el Desarrollo,Carga inicial Registro SPI,Datos provisionales,6/1/2020,2020-06-01T00:00:00,TRUE,0001-01-01T00:00:00,
INV00000046,Agencia Andaluza de Instituciones Culturales,4,Entidad pública empresarial,Q9155027G,A01014082,0100000BI016,INV00000046,Comunidad Autónoma de Andalucía,Agencia Andaluza de Instituciones Culturales,2011-04-30T00:00:00,1,Andalucía,"soporte documental DECRETO 103/2011, 19/04/2011 (BOJA 83, 29/04/2011)",0100000BI016,A01014082,2,Incorporación al SPI,4,Entidad pública empresarial,2,Privado,3,Auditoría de cuentas,2,Estimativo,2,S.1312 Administraciones Públicas: Administración Regional,,,"C/ Isla de La Cartuja, s/n - Edificio Estadio Olímpico, Puerta M                                       ",Sevilla                                                                                                                                                                                                                                                   ,41,Sevilla,41092,955929000,www.juntadeandalucia.es/cultura/aaiicc/                                                                                                                                                                                                                   ,aaiicc@juntadeandalucia.es                                                                                                                                                                                                                                ,Comunidad Autónoma de Andalucía,0100000BB000,100,100,1,Con actividad económica,2,Empresarial,Desarrollo y ejecución de programas y actividades culturales,J59,"Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical",Secundaria,,,Secundaria,Principal,,,,Secundaria,Agencia Andaluza de Instituciones Culturales,Carga inicial Registro SPI,Datos provisionales,6/1/2020,2020-06-01T00:00:00,TRUE,0001-01-01T00:00:00,
INV00000047,Agencia Andaluza de la Energía,4,Entidad pública empresarial,Q4100698B,A01034441,0100000BI023,INV00000047,Comunidad Autónoma de Andalucía,Agencia Andaluza de la Energía,2011-07-01T00:00:00,1,Andalucía,soporte documental DECRETO 217/2011 de 28/06 (BOJA nº127 de 30/06/2011),0100000BI023,A01034441,2,Incorporación al SPI,4,Entidad pública empresarial,2,Privado,3,Auditoría de cuentas,2,Estimativo,2,S.1312 Administraciones Públicas: Administración Regional,,,"C/ Isaac Newton, 6                                                                               ",Sevilla                                                                                                                                                                                                                                                   ,41,Sevilla,41092,954786335,www.agenciaandaluzadelaenergia.es                                                                                                                                                                                                                         ,informacion.aae@juntadeandalucia.es                                                                                                                                                                                                                       ,Comunidad Autónoma de Andalucía,0100000BB000,100,100,1,Con actividad económica,2,Empresarial,"Promover la optimización, en términos económicos y ambientales, de la utilización y abastecimiento energético de la C.A.",D351,"Producción, transporte y distribución de energía eléctrica",Secundaria,,,,Principal,,,,Secundaria,Agencia Andaluza de la Energía,Carga inicial Registro SPI,Datos provisionales,6/1/2020,2020-06-01T00:00:00,TRUE,0001-01-01T00:00:00,
INV00000048,Agencia Andaluza del Conocimiento,4,Entidad pública empresarial,Q4100812I,A01034545,0100000BI004,INV00000048,Comunidad Autónoma de Andalucía,Agencia Andaluza del Conocimiento,2007-12-22T00:00:00,1,Andalucía,soporte documental LEY 16/2007 de 3/12 (BOJA 250 21/12/2007),0100000BI004,A01034545,2,Incorporación al SPI,4,Entidad pública empresarial,2,Privado,3,Auditoría de cuentas,2,Estimativo,2,S.1312 Administraciones Públicas: Administración Regional,,,"C/ Max Planck, 3 - Edificio Iris 1 Isla de La Cartuja                                          ",Sevilla                                                                                                                                                                                                                                                   ,41,Sevilla,41092,955045801,www.aac.es                                                                                                                                                                                                                                                ,info.aac@juntadeandalucia.es                                                                                                                                                                                                                              ,Comunidad Autónoma de Andalucía,0100000BB000,100,100,1,Con actividad económica,2,Empresarial,Evaluación y acreditación de actividades universitarias y fomento de actividades I+d+i,M72,Investigación y desarrollo,,,,,,,,,,Educación universitaria,Carga inicial Registro SPI,Datos provisionales,6/1/2020,2020-06-01T00:00:00,TRUE,0001-01-01T00:00:00,
INV00000049,Agencia Balear del Agua y de la Calidad Ambiental,4,Entidad pública empresarial,Q0700507G,A04013559,0400000BI007,INV00000049,Comunidad Autónoma de Las Illes Balears,Agencia Balear del Agua y de la Calidad Ambiental,2010-07-30T00:00:00,4,Illes Balears,"soporte documental LEY 7/2010, de 21/07, del SPI (BOE 201; 19/08), D.A 2ª",0400000BI007,A04013559,2,Incorporación al SPI,4,Entidad pública empresarial,2,Privado,3,Auditoría de cuentas,2,Estimativo,2,S.1312 Administraciones Públicas: Administración Regional,,,"C/ Gremi Sabaters, 7                                                                               ",Palma de Mallorca                                                                                                                                                                                                                                         ,7,Illes Balears,7009,971177337,                                                                                                                                                                                                                                                          ,                                                                                                                                                                                                                                                          ,Comunidad Autónoma de Las Illes Balears,0400000BB000,100,100,1,Con actividad económica,2,Empresarial,"Actuaciones hidraúlicas y de calidad ambiental, residuos y litoral, así como saneamiento y depuración de aguas.",E3600,"Captación, depuración y distribución de agua",,,,,,,,,,Obras hidráulicas,Carga inicial Registro SPI,Datos provisionales,6/1/2020,2020-06-01T00:00:00,TRUE,0001-01-01T00:00:00,
INV00000050,Agencia Canaria de Calidad Universitaria y Eval. Educativa,8,Organismo autónomo administrativo,Q3800427A,A05003410,0500000BV009,INV00000050,Comunidad Autónoma de Canarias,Agencia Canaria de Calidad Universitaria y Eval. Educativa,2002-08-05T00:00:00,5,Canarias,"soporte documental LEY 2/2002, 27-3. BOC 45, 08/04/2002",0500000BV009,A05003410,2,Incorporación al SPI,8,Organismo autónomo administrativo,1,Público,1,Función interventora; Control financiero permanente; Auditoría de cuentas,1,Limitativo,2,S.1312 Administraciones Públicas: Administración Regional,,,"C/ Costa y Grijalba, 7                                                                               ",Sta. Cruz de Tenerife                                                                                                                                                                                                                                     ,38,Santa Cruz de Tenerife,38004,922/53487                ,www.gobcan.es/educacion/                                                                                                                                                                                                                                  ,acecau@gobiernodecanarias.org                                                                                                                                                                                                                             ,Comunidad Autónoma de Canarias,0500000BB000,100,100,1,Con actividad económica,1,Administrativo ,"Evaluación fiable, sistemática e independiente de los componentes fundamentales del sistema universitario",P8560,Actividades auxiliares a la educación,,,,,Principal,,,,,Agencia Canaria de Calidad Universitaria y Eval. Educativa,Carga inicial Registro SPI,Datos provisionales,6/1/2020,2020-06-01T00:00:00,TRUE,0001-01-01T00:00:00,
INV00000051,Agencia Canaria de Protección del Medio Natural,8,Organismo autónomo administrativo,Q3500326H,A05022869,0500000BV007,INV00000051,Comunidad Autónoma de Canarias,Agencia Canaria de Protección del Medio Natural,1999-05-15T00:00:00,5,Canarias,"soporte documental LEY 9/1999, 13-5. BOC nº 61 de 14/05/1999",0500000BV007,A05022869,2,Incorporación al SPI,8,Organismo autónomo administrativo,1,Público,1,Función interventora; Control financiero permanente; Auditoría de cuentas,1,Limitativo,2,S.1312 Administraciones Públicas: Administración Regional,,,"C/ Venegas, 65                                                                              ",Las Palmas de Gran Canaria                                                                                                                                                                                                                                ,35,"Palmas, Las",35003,928455600,www.gobcan.es/cmayot                                                                                                                                                                                                                                      ,medioambiente@gobiernodecanarias.org                                                                                                                                                                                                                      ,Comunidad Autónoma de Canarias,0500000BB000,100,100,1,Con actividad económica,1,Administrativo ,"Inspección y sanción en materia medioambiental y de ordenación de los recursos naturales, territorial y urbanística.",A0240,Servicios de apoyo a la silvicultura,,,,,Secundaria,Secundaria,,,Principal,Agencia Canaria de Protección del Medio Natural,Carga inicial Registro SPI,Datos provisionales,6/1/2020,2020-06-01T00:00:00,TRUE,0001-01-01T00:00:00,
INV00000052,Agencia Cántabra de Administración Tributaria,14,Agencia,Q3900791I,,0600000BY001,INV00000052,Comunidad Autónoma de Cantabria,Agencia Cántabra de Administración Tributaria,2008-12-03T00:00:00,6,Cantabria,"soporte documental LEY de Cantabria 4/2008, 24-11 (BOC nº 233/08, 2-12)",0600000BY001,,2,Incorporación al SPI,14,Agencia,1,Público,1,Función interventora; Control financiero permanente; Auditoría de cuentas,1,Limitativo,2,S.1312 Administraciones Públicas: Administración Regional,,,"Pº Pereda, 13                                                                              ",Santander                                                                                                                                                                                                                                                 ,39,Cantabria,39004,942208507,                                                                                                                                                                                                                                                          ,                                                                                                                                                                                                                                                          ,Comunidad Autónoma de Cantabria,0600000BB000,100,100,1,Con actividad económica,1,Administrativo ,"La gestión, liquidación, recaudación e inspección  de todos los tributos propios de la Comunidad Autónoma  de Cantabria, de los tributos estatales ced",O8411,Actividades generales de la Administración Pública,,,,,,,,,,Agencia Cántabra de Administración Tributaria,Carga inicial Registro SPI,Datos provisionales,6/1/2020,2020-06-01T00:00:00,TRUE,0001-01-01T00:00:00,
INV00000053,Agència Catalana de Cooperació al Desenvolupament,2,Ente público,Q0801202C,A09018896,0900000BU036,INV00000053,Comunidad Autónoma de Cataluña,Agència Catalana de Cooperació al Desenvolupament,2003-01-01T00:00:00,9,Cataluña,"soporte documental LEY 31/2002, 30-12; DOGC 3791, 31/12/2002",0900000BU036,A09018896,2,Incorporación al SPI,2,Ente público,2,Privado,3,Auditoría de cuentas,2,Estimativo,2,S.1312 Administraciones Públicas: Administración Regional,,,"Carrer Vía Laietana, 14                                                                              ",Barcelona                                                                                                                                                                                                                                                 ,8,Barcelona,8003,935545400,www.cooperaciocatalana.cat                                                                                                                                                                                                                                ,accd@gencat.cat                                                                                                                                                                                                                                           ,Comunidad Autónoma de Cataluña,0900000BB000,100,100,1,Con actividad económica,2,Empresarial,"Ejecutar y gestionar la pol.de coop.al desar.de la Gen., siguiendo las directrices establecidas por el departamento competente en materia de acción ex",O8421,Asuntos exteriores,,,,,Principal,Secundaria,,,,Agència Catalana de Cooperació al Desenvolupament,Carga inicial Registro SPI,Datos provisionales,6/1/2020,2020-06-01T00:00:00,TRUE,0001-01-01T00:00:00,
INV00000054,Agència Catalana de la Joventut,2,Ente público,Q0801485D,A09018968,0900000BU035,INV00000054,Comunidad Autónoma de Cataluña,Agència Catalana de la Joventut,2006-06-10T00:00:00,9,Cataluña,"soporte documental LEY 6/2006, 26-5; DOGC 4651",0900000BU035,A09018968,2,Incorporación al SPI,2,Ente público,2,Privado,3,Auditoría de cuentas,2,Estimativo,2,S.1312 Administraciones Públicas: Administración Regional,,,"Carrer Calàbria, 147                                                                             ",Barcelona                                                                                                                                                                                                                                                 ,8,Barcelona,8015,934838383,www.acjoventut.cat                                                                                                                                                                                                                                        ,directora.acj@gencat.cat                                                                                                                                                                                                                                  ,Comunidad Autónoma de Cataluña,0900000BB000,100,100,1,Con actividad económica,2,Empresarial,"Prestar servicios a la Juventud, ejecución progr. de interés para la juventud y gestionar los servicios que la A. de la Gener. desarrolle en esta mate",O8412,"Regulación de las actividades sanitarias, educativas y culturales y otros servicios sociales, excepto Seguridad Social",,,,,,,,,,Otras actividades asociativas n.c.o.p.,Carga inicial Registro SPI,Datos provisionales,6/1/2020,2020-06-01T00:00:00,TRUE,0001-01-01T00:00:00,
INV00000055,Agència Catalana de l'Aigua,2,Ente público,Q0801031F,A09006176,0900000BU022,INV00000055,Comunidad Autónoma de Cataluña,Agència Catalana de l'Aigua,1999-01-01T00:00:00,9,Cataluña,"soporte documental LEY 25/1998, 31-12; DOGC 2797A",0900000BU022,A09006176,2,Incorporación al SPI,2,Ente público,1,Público,3,Auditoría de cuentas,2,Estimativo,2,S.1312 Administraciones Públicas: Administración Regional,,,"Carrer Provença, 260                                                                             ",Barcelona                                                                                                                                                                                                                                                 ,8,Barcelona,8008,935672800,www.gencat.cat/aca                                                                                                                                                                                                                                        ,aca@gencat.cat                                                                                                                                                                                                                                            ,Comunidad Autónoma de Cataluña,0900000BB000,100,50,1,Con actividad económica,1,Administrativo ,Gestionar las competencias de la Generalitat en materia de aguas y obras hidráulicas,E36,"Captación, depuración y distribución de agua",,Secundaria,,,,,,,Principal,Agència Catalana de l'Aigua,Carga inicial Registro SPI,Datos provisionales,6/1/2020,2020-06-01T00:00:00,TRUE,0001-01-01T00:00:00,
INV00000056,Agència Catalana de Turisme,2,Ente público,S0800470G,A09019002,0900000BU053,INV00000056,Comunidad Autónoma de Cataluña,Agència Catalana de Turisme,2007-12-18T00:00:00,9,Cataluña,soporte documental LEY 15/2007 de 05/12 (DOGC nº 5030 de 17/12/2007),0900000BU053,A09019002,2,Incorporación al SPI,2,Ente público,1,Público,3,Auditoría de cuentas,2,Estimativo,2,S.1312 Administraciones Públicas: Administración Regional,,,"Passg. de Gràcia, 105                                                                             ",Barcelona                                                                                                                                                                                                                                                 ,8,Barcelona,8008,934849900,www.act.cat                                                                                                                                                                                                                                               ,narcisferrer@gencat.cat; tgil@gencat.cat; oespin@gencat.cat; mpaz@gencat.cat                                                                                                                                                                              ,Comunidad Autónoma de Cataluña,0900000BB000,100,100,1,Con actividad económica,1,Administrativo ,"Promocionar Cataluña como destino turístico de referencia internacional de acuerdo con su diversidad, su calidad y su rendibilidad social y económica. - artículo 3 de la Ley 15/2007, de 5 de diciembre,de l'Agència Catalana de Turisme, DOGC núm.5030, de 17/12/2007-",M74,"Otras actividades profesionales, científicas y técnicas",,Secundaria,Secundaria,Secundaria,Principal,,,Secundaria,,Agència Catalana de Turisme,Carga inicial Registro SPI,Datos provisionales,6/1/2020,2020-06-01T00:00:00,TRUE,0001-01-01T00:00:00,
INV00000057,Agència Catalana del Consum,8,Organismo autónomo administrativo,Q0801292D,,0900000BV035,INV00000057,Comunidad Autónoma de Cataluña,Agència Catalana del Consum,2004-12-31T00:00:00,9,Cataluña,"soporte documental LEY 9/2004, 24/12; DOGC 4291, 30/12/2004",0900000BV035,,2,Incorporación al SPI,8,Organismo autónomo administrativo,1,Público,1,Función interventora; Control financiero permanente; Auditoría de cuentas,1,Limitativo,2,S.1312 Administraciones Públicas: Administración Regional,,,"C/ Foc, 57                                                                              ",Barcelona                                                                                                                                                                                                                                                 ,8,Barcelona,8038,938574000,www.consum.cat                                                                                                                                                                                                                                            ,consum@gencat.net                                                                                                                                                                                                                                         ,Comunidad Autónoma de Cataluña,0900000BB000,100,100,1,Con actividad económica,1,Administrativo ,Competencias en materia de consumo,M7120,Ensayos y análisis técnicos,,,,,Principal,,,Secundaria,Secundaria,Agència Catalana del Consum,Carga inicial Registro SPI,Datos provisionales,6/1/2020,2020-06-01T00:00:00,TRUE,0001-01-01T00:00:00,
INV00000058,Agència Catalana del Patrimoni Cultural ,2,Ente público,Q0801970E,,0900000BU065,INV00000058,Comunidad Autónoma de Cataluña,Agència Catalana del Patrimoni Cultural ,2011-10-01T00:00:00,9,Cataluña,"soporte documental LEY 7/2011, de 27/07, de Medidas (DOGC de 29/07/2011)",0900000BU065,,2,Incorporación al SPI,2,Ente público,1,Público,3,Auditoría de cuentas,2,Estimativo,2,S.1312 Administraciones Públicas: Administración Regional,,,"Carrer Portaferrissa, 1 - Palau Moja                                                                  ",Barcelona                                                                                                                                                                                                                                                 ,8,Barcelona,8002,933162740,                                                                                                                                                                                                                                                          ,                                                                                                                                                                                                                                                          ,Comunidad Autónoma de Cataluña,0900000BB000,100,100,1,Con actividad económica,1,Administrativo ,"Gestionar, en relación con el medio urbano y natural que lo acoge, el patrimonio cultural de la Generalidad con criterios de integridad, sostenibilida",R9102,Actividades de museos,,,,,,,,,,Agència Catalana del Patrimoni Cultural,Carga inicial Registro SPI,Datos provisionales,6/1/2020,2020-06-01T00:00:00,TRUE,0001-01-01T00:00:00,
INV00000059,Agència d'Avaluació i Prospectiva de l'Educació,2,Ente público,"
          ",,0900000BU066,INV00000059,Comunidad Autónoma de Cataluña,Agència d'Avaluació i Prospectiva de l'Educació,2009-07-17T00:00:00,9,Cataluña,"soporte documental LEY 12/2009, de 10/07, de Educación (DOGC 16/07/2009)",0900000BU066,,2,Incorporación al SPI,2,Ente público,1,Público,3,Auditoría de cuentas,2,Estimativo,2,S.1312 Administraciones Públicas: Administración Regional,,,", s/n",Barcelona                                                                                                                                                                                                                                                 ,8,Barcelona,8001,                         ,                                                                                                                                                                                                                                                          ,                                                                                                                                                                                                                                                          ,Comunidad Autónoma de Cataluña,0900000BB000,100,100,1,Con actividad económica,1,Administrativo ,"Fomentar la evaluación en general y la autoevaluación de la Administración educativa, los centros educativos, el profesorado, los alumnos, los servici",P8560,Actividades auxiliares a la educación,,,,,,,,,,Agència d'Avaluació i Prospectiva de l'Educació,Carga inicial Registro SPI,Datos provisionales,6/1/2020,2020-06-01T00:00:00,TRUE,0001-01-01T00:00:00,
INV00000060,Agencia de Actividades,7,Organismo autónomo,P2800086G,LA0005351,1228079AO007,INV00000060,Ayuntamiento de Madrid,Agencia de Actividades,2010-03-01T00:00:00,1228079AA000,Ayuntamiento de Madrid,soporte documental B.O.C. 01.03.2010,1228079AO007,LA0005351,2,Incorporación al SPI,7,Organismo autónomo,1,Público,1,Función interventora; Control financiero permanente; Auditoría de cuentas,1,Limitativo,3,S.1313 Administraciones Públicas: Administración Local,,,"C/ Bailén, 41                                                                              ",MADRID                                                                                                                                                                                                                                                    ,28,Madrid,28005,914801644,                                                                                                                                                                                                                                                          ,                                                                                                                                                                                                                                                          ,Ayuntamiento de Madrid,1228079AA000,100,100,1,Con actividad económica,1,Administrativo ,,O8411,Actividades generales de la Administración Pública,,,,,,,,,,Agencia de Actividades,Carga inicial Registro SPI,Datos provisionales,6/1/2020,2020-06-01T00:00:00,TRUE,0001-01-01T00:00:00,
INV00000061,Agencia de Calidad y Prospectiva Universitaria de Aragón,2,Ente público,Q5000852C,A02003514,0200000BU013,INV00000061,Comunidad Autónoma de Aragón,Agencia de Calidad y Prospectiva Universitaria de Aragón,2005-06-25T00:00:00,2,Aragón,soporte documental LEY Ley 5/2005 de 14 de junio BOA 75.  24/06/05,0200000BU013,A02003514,2,Incorporación al SPI,2,Ente público,1,Público,1,Función interventora; Control financiero permanente; Auditoría de cuentas,1,Limitativo,2,S.1312 Administraciones Públicas: Administración Regional,,,"Avda. Ranillas, 5D - 1ª planta                                                                  ",Zaragoza                                                                                                                                                                                                                                                  ,50,Zaragoza,50018,976713386,                                                                                                                                                                                                                                                          ,acpua@aragon.es                                                                                                                                                                                                                                           ,Comunidad Autónoma de Aragón,0200000BB000,100,100,1,Con actividad económica,1,Administrativo ,Promover la mejora de la caliddad del sistema universitario de Aragón favoreciendo su relación con el mundo empresarial y del trabajo.,P8560,Actividades auxiliares a la educación,,,,,Principal,,,,Secundaria,Agencia de Calidad y Prospectiva Universitaria de Aragón,Carga inicial Registro SPI,Datos provisionales,6/1/2020,2020-06-01T00:00:00,TRUE,0001-01-01T00:00:00,
INV00000062,Agència de Ciberseguretat de Catalunya,2,Ente público,"
          ",,0900000BU076,INV00000062,Comunidad Autónoma de Cataluña,Agència de Ciberseguretat de Catalunya,2017-08-01T00:00:00,9,Cataluña,"soporte documental LEY 15/2017, de 25 de julio (DOGC 7423-31/07/2017)",0900000BU076,,2,Incorporación al SPI,2,Ente público,1,Público,3,Auditoría de cuentas,2,Estimativo,2,S.1312 Administraciones Públicas: Administración Regional,,,"C/ Salvador Espriu, 45                                                                              ",L'Hospitalet de Llobregat                                                                                                                                                                                                                                 ,8,Barcelona,8908,                         ,                                                                                                                                                                                                                                                          ,                                                                                                                                                                                                                                                          ,Comunidad Autónoma de Cataluña,0900000BB000,100,100,1,Con actividad económica,1,Administrativo ,"Garantizar la ciberseguridad en el territorio de Cataluña, entendido como la seguridad de las redes de comu. elecr. y de los sistemas de información.",J620,"Programación, consultoría y otras actividades relacionadas con la informática",,,,,,,,,,Agència de Ciberseguretat de Catalunya,Carga inicial Registro SPI,Datos provisionales,6/1/2020,2020-06-01T00:00:00,TRUE,0001-01-01T00:00:00,
